user_id,grade_id,role,coin,score,streak,days_since_last_study,vip_days_remaining,is_vip_active,unit_progress_percent,section_progress_percent,active_days_7d,active_days_14d,active_days_30d,lessons_completed_7d,lessons_completed_14d,lessons_completed_30d,questions_answered_7d,questions_answered_14d,questions_answered_30d,accuracy_7d,accuracy_14d,accuracy_30d,avg_attempt_count_7d,coins_earned_7d,coins_earned_30d,writing_eval_count_30d,speaking_eval_count_30d,avg_writing_ai_score_30d,avg_speaking_ai_score_30d,skip_item_quantity,listening_accuracy_30d,speaking_accuracy_30d,reading_accuracy_30d,writing_accuracy_30d,vocabulary_accuracy_30d,grammar_accuracy_30d,strong_skill,weak_skill,trend_label
1544,6,USER,274,2351,16,3,17,1,71.5,73.5,5,9,20,7,18,34,106,157,255,67.3,69.8,63.2,2.14,128,364,2,3,74.0,57.5,2,61.2,56.1,59.7,62.7,77.0,69.3,vocabulary,speaking,IMPROVING
1545,12,USER,671,951,15,10,344,1,67.1,81.0,2,3,7,5,7,10,25,36,53,40.3,41.4,41.4,1.75,32,106,0,1,0.0,41.8,0,60.1,38.5,35.6,60.1,59.0,78.8,grammar,reading,STABLE
1546,9,USER,216,1520,13,5,0,0,58.4,47.8,2,6,10,10,15,21,40,81,116,45.3,52.1,56.6,1.97,41,154,3,2,63.9,54.4,0,51.5,59.1,46.6,58.1,55.4,62.9,grammar,reading,DECLINING
1547,4,USER,269,837,0,3,0,0,31.0,41.2,0,3,5,2,4,8,12,32,64,48.5,45.6,49.1,1.52,31,82,0,0,0.0,0.0,0,59.5,75.7,48.2,51.8,52.5,30.3,speaking,grammar,STABLE
1548,4,USER,453,2465,16,2,0,0,88.6,91.2,5,14,24,12,16,42,87,130,286,75.7,77.7,76.7,1.42,166,469,4,2,88.6,65.2,0,92.6,72.5,85.6,73.3,70.9,70.1,listening,grammar,STABLE
1549,7,ADMIN,249,1407,9,8,0,0,67.4,89.0,1,2,7,1,4,9,17,30,64,57.6,66.8,68.0,1.76,40,94,0,1,0.0,100.0,4,57.4,98.0,73.5,83.0,69.1,65.1,speaking,listening,DECLINING
1550,1,USER,105,1359,17,6,0,0,73.3,88.6,5,7,11,4,8,12,16,42,66,50.7,54.7,53.9,2.11,48,138,0,3,0.0,55.3,0,52.2,58.1,58.1,59.7,45.3,49.8,writing,vocabulary,STABLE
1551,7,USER,320,2573,7,4,0,0,72.6,73.8,3,10,17,9,12,30,76,137,255,57.1,55.9,56.8,1.82,123,325,2,5,49.8,58.1,1,59.2,43.9,78.3,57.5,64.1,57.0,reading,speaking,STABLE
1552,4,USER,491,2292,6,0,0,0,69.1,85.4,1,6,23,7,13,27,69,91,223,59.2,63.8,66.3,1.6,64,286,3,1,52.3,73.2,0,85.2,74.5,66.6,47.8,56.1,64.0,listening,writing,DECLINING
1553,2,USER,306,1534,0,8,0,0,61.5,70.4,1,6,11,9,14,19,54,103,143,38.9,44.0,48.1,2.08,76,191,1,1,38.5,47.4,2,46.4,49.8,48.0,39.2,39.9,61.6,grammar,writing,DECLINING
1554,6,USER,1075,3128,11,2,247,1,54.0,83.7,4,9,30,19,32,54,75,213,318,70.5,68.7,67.1,1.37,133,577,7,5,49.8,74.7,1,61.7,73.7,66.2,53.5,65.5,72.4,speaking,writing,STABLE
1555,3,USER,659,3048,16,0,324,1,62.1,57.2,6,10,23,12,26,44,84,231,344,62.8,67.4,66.4,1.58,139,474,2,1,74.9,56.1,2,62.7,55.3,72.7,67.5,89.7,72.9,vocabulary,speaking,STABLE
1556,6,USER,151,2196,16,5,0,0,49.8,62.8,3,8,20,8,15,27,34,64,177,69.5,74.3,68.5,1.46,87,269,0,4,0.0,70.3,0,72.0,63.6,63.4,37.9,50.2,79.8,grammar,writing,STABLE
1557,7,USER,240,2068,14,6,0,0,46.2,29.8,4,10,17,17,22,31,109,158,266,64.3,56.7,56.5,1.8,128,347,4,1,60.0,49.9,0,56.6,44.9,57.0,62.0,52.5,60.5,writing,speaking,IMPROVING
1558,3,USER,507,2738,17,1,0,0,89.1,94.8,5,9,23,12,17,48,105,136,296,72.2,71.9,64.5,1.55,87,485,0,2,0.0,38.4,0,60.7,35.4,67.7,79.1,70.0,58.6,writing,speaking,IMPROVING
1559,10,USER,54,1311,8,6,0,0,75.9,73.0,3,7,9,6,10,17,44,88,124,55.9,62.1,63.3,1.78,69,174,2,2,81.8,65.0,1,54.2,59.6,66.5,75.1,59.3,55.9,writing,listening,DECLINING
1560,4,USER,406,2430,21,1,0,0,81.2,67.0,7,13,22,8,20,32,84,173,251,64.6,60.9,60.4,1.76,105,355,3,5,84.5,60.3,0,56.6,54.7,64.4,72.4,50.2,66.3,writing,vocabulary,IMPROVING
1561,3,USER,348,2628,25,0,92,1,42.9,54.8,7,10,25,11,17,34,131,173,278,66.2,68.4,67.8,1.64,117,404,3,5,75.8,60.4,0,68.1,53.6,83.3,74.4,65.8,54.8,reading,speaking,STABLE
1562,6,USER,475,777,9,2,239,1,30.2,42.4,4,7,8,4,7,11,36,55,82,41.6,45.0,45.7,2.55,45,121,0,0,0.0,0.0,0,26.0,58.5,56.3,57.3,38.8,52.4,speaking,listening,STABLE
1563,5,USER,308,2191,9,0,0,0,45.5,53.2,3,7,16,6,10,24,45,69,189,53.8,53.6,57.9,2.0,75,214,1,0,57.7,0.0,5,47.3,33.1,70.8,52.3,64.3,43.9,reading,speaking,STABLE
1564,4,USER,572,1752,20,5,0,0,68.8,72.6,7,10,15,7,10,23,34,47,131,65.8,67.1,62.0,2.02,86,206,1,3,83.7,67.0,1,54.5,68.1,48.8,81.5,61.6,56.1,writing,reading,STABLE
1565,8,USER,0,694,4,8,0,0,41.1,62.9,0,2,4,2,3,7,13,17,46,52.7,54.9,57.4,1.62,26,82,0,0,0.0,0.0,0,64.0,59.6,42.0,58.7,66.6,49.5,vocabulary,reading,DECLINING
1566,11,USER,161,1998,17,4,0,0,37.5,70.1,3,8,19,7,15,26,52,94,206,46.6,48.1,51.0,1.81,122,276,1,2,32.2,71.5,0,46.4,56.1,56.0,37.1,48.3,64.9,grammar,writing,STABLE
1567,11,USER,285,1640,4,2,0,0,64.5,79.6,2,6,10,4,11,17,54,78,154,67.5,70.8,68.7,1.49,86,200,0,1,0.0,64.5,2,66.0,59.9,78.1,54.3,79.9,68.7,vocabulary,writing,STABLE
1568,11,USER,338,1828,18,4,0,0,52.3,62.6,4,11,18,9,13,24,56,141,200,54.1,57.8,59.6,2.1,53,241,4,2,66.9,93.0,0,57.7,87.8,55.2,58.3,57.6,59.2,speaking,reading,STABLE
1569,11,USER,481,2159,11,0,0,0,88.2,97.4,2,8,11,5,12,26,36,95,196,61.4,61.4,63.4,1.55,111,237,3,3,77.4,45.4,2,64.2,52.3,53.8,87.2,65.7,69.3,writing,speaking,STABLE
1570,10,USER,200,2511,8,3,0,0,86.8,73.7,3,10,14,5,12,35,98,201,291,57.7,60.6,62.1,1.33,86,384,2,5,69.7,68.1,3,80.2,67.1,55.5,66.9,56.3,56.5,listening,reading,STABLE
1571,1,USER,432,2607,14,0,64,1,64.0,77.9,4,12,21,20,26,36,54,108,274,68.0,69.6,65.3,1.5,148,394,3,4,60.3,74.4,0,67.8,61.4,75.6,61.1,77.2,60.2,vocabulary,grammar,STABLE
1572,10,USER,86,1781,8,1,59,1,89.8,99.2,5,11,16,11,15,24,39,91,133,48.2,46.3,51.3,2.15,91,239,4,3,56.1,37.0,0,53.6,35.6,66.2,54.3,51.3,59.3,reading,speaking,STABLE
1573,12,USER,87,2718,18,3,0,0,76.8,67.7,3,12,27,9,21,45,115,196,280,55.0,56.4,59.8,2.17,154,434,3,3,71.6,83.2,0,58.1,72.8,70.1,67.0,67.0,47.1,speaking,grammar,STABLE
1574,12,USER,491,2597,16,4,0,0,55.1,68.5,6,9,24,9,21,39,123,196,266,69.9,63.3,61.6,1.68,157,363,2,1,81.0,41.0,0,65.8,48.4,63.0,79.5,55.7,76.6,writing,speaking,IMPROVING
1575,5,USER,197,1060,9,4,0,0,59.5,67.6,3,4,10,2,4,6,17,24,48,52.3,55.9,58.4,1.66,29,96,0,0,0.0,0.0,0,45.7,51.8,64.3,63.2,64.4,57.4,vocabulary,listening,DECLINING
1576,3,USER,568,2763,19,2,79,1,75.9,77.7,6,7,22,6,16,37,101,249,334,58.7,61.1,63.6,1.66,171,432,4,5,38.9,75.1,3,69.6,66.6,65.1,48.1,69.2,61.5,listening,writing,STABLE
1577,12,USER,562,1705,16,2,139,1,46.7,66.8,4,12,17,9,16,30,38,69,191,49.3,52.1,54.2,2.15,77,330,2,2,67.8,30.7,0,37.3,35.5,50.6,64.9,62.8,60.2,writing,speaking,STABLE
1578,2,USER,297,1481,6,5,0,0,43.6,38.1,4,8,12,2,5,11,26,50,85,47.9,45.9,53.1,1.83,27,94,0,0,0.0,0.0,1,56.5,88.5,56.7,41.9,48.2,49.5,speaking,writing,STABLE
1579,10,USER,424,2039,9,2,0,0,64.4,69.7,3,9,12,8,12,30,50,102,210,36.9,36.3,41.0,2.46,136,317,3,2,39.8,68.4,0,40.9,56.2,35.9,30.1,40.1,42.6,speaking,writing,STABLE
1580,7,USER,397,2791,13,1,0,0,94.2,87.7,4,10,21,15,21,48,152,284,382,58.6,52.1,58.3,1.41,233,491,3,4,62.8,72.5,2,70.9,72.3,47.8,74.6,65.3,70.9,writing,reading,STABLE
1581,5,USER,0,1313,3,1,0,0,27.7,49.6,0,11,14,5,10,20,28,60,104,57.8,61.0,60.9,1.43,50,154,4,0,45.3,0.0,1,66.4,53.2,59.4,49.4,67.3,69.9,grammar,writing,STABLE
1582,12,USER,519,1254,12,0,359,1,42.1,58.2,3,7,15,8,15,24,45,77,110,44.6,48.3,46.5,2.3,78,193,1,1,74.3,49.2,0,50.3,46.6,55.4,69.3,39.6,49.2,writing,vocabulary,STABLE
1583,12,USER,403,2266,14,1,0,0,49.5,54.8,3,8,18,5,13,29,49,98,178,67.7,61.9,61.1,1.59,105,286,1,0,54.8,0.0,0,70.9,65.5,60.5,42.0,55.3,70.8,listening,writing,IMPROVING
1584,3,USER,338,1984,13,5,0,0,61.3,70.0,4,7,16,3,8,21,53,72,152,60.7,58.3,57.2,1.79,71,217,1,1,65.2,54.8,3,64.4,52.8,46.5,60.3,62.2,63.1,listening,reading,STABLE
1585,7,USER,518,2454,18,1,148,1,48.6,62.3,2,9,24,21,27,40,98,137,290,60.3,62.9,57.0,1.83,136,417,5,2,66.0,60.5,0,44.6,59.1,51.1,57.9,61.9,41.7,vocabulary,grammar,STABLE
1586,9,USER,333,1773,13,3,0,0,52.4,48.2,2,12,20,5,11,28,44,99,195,39.2,43.7,49.7,1.67,95,270,3,1,38.4,60.5,2,43.6,58.1,38.6,37.6,59.5,45.5,vocabulary,writing,DECLINING
1587,6,USER,38,956,6,8,0,0,48.1,56.3,2,3,5,1,2,5,19,39,52,62.4,57.8,55.8,1.31,25,53,0,0,0.0,0.0,0,52.4,55.5,64.1,39.0,64.2,63.3,vocabulary,writing,IMPROVING
1588,6,USER,119,2170,14,0,0,0,53.4,54.5,4,9,19,8,19,31,69,125,227,64.7,59.9,55.1,1.63,71,321,3,4,47.4,67.0,3,22.7,63.8,75.2,55.0,51.7,56.9,reading,listening,IMPROVING
1589,9,USER,229,1170,5,9,0,0,38.8,67.4,3,4,7,1,3,7,16,23,54,70.3,60.6,60.7,1.46,22,64,0,1,0.0,47.7,0,54.8,46.3,69.4,44.8,59.7,62.9,reading,writing,IMPROVING
1590,10,USER,351,1442,0,0,0,0,50.7,67.4,4,4,6,2,6,9,20,27,39,55.6,57.5,60.5,1.88,46,116,2,0,66.5,0.0,0,61.9,48.7,51.5,64.6,65.5,72.4,grammar,speaking,STABLE
1591,1,USER,376,1616,13,6,0,0,46.6,66.5,3,4,10,3,5,11,28,46,80,64.0,65.6,62.1,1.67,47,132,1,0,72.0,0.0,0,65.7,60.7,49.8,68.0,70.2,64.9,vocabulary,reading,STABLE
1592,3,USER,150,2865,13,4,0,0,52.7,63.5,2,9,21,14,26,39,101,201,312,70.1,70.8,72.3,1.59,123,392,1,1,61.7,75.6,3,66.8,85.3,58.3,64.8,62.2,59.9,speaking,reading,STABLE
1593,10,USER,336,2648,18,2,209,1,79.6,82.2,4,9,18,15,23,39,51,107,210,57.0,57.0,54.0,1.67,87,375,1,3,68.9,49.3,2,48.1,48.2,82.5,56.5,55.6,58.4,reading,listening,STABLE
1594,3,USER,273,1620,11,7,0,0,70.9,43.4,6,8,16,6,10,25,71,128,179,69.4,68.1,61.4,1.3,109,294,3,2,75.9,75.4,2,58.0,63.7,60.0,72.7,39.5,62.2,writing,vocabulary,IMPROVING
1595,12,USER,0,2231,7,2,0,0,62.2,75.2,1,7,15,8,21,31,41,80,188,49.2,47.2,45.2,1.65,64,289,1,2,56.5,79.4,2,35.6,74.5,50.7,53.5,53.2,51.1,speaking,listening,STABLE
1596,12,USER,502,3218,24,0,0,0,83.8,81.5,4,13,30,8,22,60,61,169,322,65.1,62.4,61.1,1.63,257,597,6,5,60.1,63.6,4,63.3,57.0,68.4,58.1,50.9,72.7,grammar,vocabulary,STABLE
1597,12,USER,561,3346,29,3,0,0,95.4,71.3,5,10,22,13,28,58,98,166,420,38.6,40.6,41.3,1.97,253,538,6,9,52.0,58.1,0,39.4,50.4,30.8,53.7,42.7,41.2,writing,reading,STABLE
1598,1,USER,859,1776,16,3,335,1,56.1,76.1,1,8,16,7,11,19,27,48,128,63.3,59.3,59.0,1.68,38,184,0,1,0.0,71.6,1,52.9,65.0,42.2,33.9,80.8,53.9,vocabulary,writing,STABLE
1599,7,ADMIN,158,1829,8,9,0,0,54.3,67.2,4,6,9,3,7,16,45,79,165,68.2,66.3,63.3,1.96,60,169,0,0,0.0,0.0,0,61.0,76.4,62.6,57.5,75.5,64.4,speaking,writing,IMPROVING
1600,7,USER,0,1464,2,7,0,0,65.6,48.1,2,5,9,2,6,13,30,55,101,74.1,72.6,74.2,1.26,26,131,1,0,55.5,0.0,0,80.2,74.0,59.7,53.5,82.9,73.2,vocabulary,writing,STABLE
1601,10,USER,598,2939,22,1,113,1,76.6,93.0,7,10,21,13,22,52,61,138,354,66.6,62.2,59.2,1.79,256,542,8,4,76.7,57.9,0,40.5,58.8,44.7,69.5,53.7,77.3,grammar,listening,IMPROVING
1602,3,USER,342,2661,12,0,0,0,48.2,61.1,7,12,20,15,22,41,94,173,288,72.9,61.6,63.2,1.55,122,399,2,4,67.4,51.4,0,67.9,49.7,67.4,58.4,69.2,57.7,vocabulary,speaking,IMPROVING
1603,1,USER,422,2483,8,2,0,0,55.9,57.7,3,10,18,9,18,41,82,107,279,62.5,55.0,53.9,1.72,83,390,3,2,35.8,52.9,4,58.0,59.1,49.7,44.7,50.2,56.3,speaking,writing,IMPROVING
1604,9,USER,778,3046,22,4,0,0,85.0,100.0,6,10,23,10,24,47,101,226,330,68.8,61.9,66.3,1.55,101,509,9,4,73.6,51.6,0,63.0,46.0,68.4,69.7,74.7,68.3,vocabulary,speaking,STABLE
1605,2,USER,375,1126,8,11,52,1,30.5,39.8,2,3,7,3,6,11,16,26,66,70.2,64.0,63.2,1.57,31,96,1,1,71.5,65.9,0,59.2,52.7,55.3,72.9,47.1,49.7,writing,vocabulary,IMPROVING
1606,7,USER,294,1248,0,6,0,0,39.5,39.1,1,1,2,1,2,3,18,23,40,53.0,61.0,67.5,2.06,8,19,0,0,0.0,0.0,0,75.4,69.8,34.3,67.8,77.9,71.4,vocabulary,reading,DECLINING
1607,7,USER,475,1850,13,0,251,1,98.2,80.2,4,13,19,17,22,31,41,80,144,52.8,52.5,51.9,1.47,128,279,2,5,74.3,69.2,0,58.6,63.5,30.7,68.3,57.4,61.4,writing,reading,STABLE
1608,8,USER,57,1326,4,5,0,0,38.1,49.3,3,3,6,3,5,9,18,26,62,52.3,53.3,53.2,1.73,37,99,0,0,0.0,0.0,1,67.9,59.4,65.7,56.4,66.2,42.6,listening,grammar,STABLE
1609,12,USER,670,1665,9,2,93,1,42.4,59.4,4,8,13,4,8,19,30,63,149,59.9,59.5,61.2,1.95,68,202,3,1,73.8,71.3,0,44.9,63.0,71.3,64.5,65.3,60.9,reading,listening,STABLE
1610,4,USER,237,2047,14,6,0,0,91.1,78.6,7,12,18,7,17,35,67,94,204,74.4,71.6,63.5,1.68,127,330,2,1,54.3,77.5,1,52.2,65.6,67.0,55.5,63.8,62.8,reading,listening,IMPROVING
1611,8,USER,240,2648,15,4,0,0,60.2,53.3,4,10,26,11,15,38,104,152,281,61.0,61.8,60.5,2.21,129,431,2,2,61.3,45.7,2,53.3,43.9,68.6,66.5,64.7,76.7,grammar,speaking,STABLE
1612,10,USER,181,2117,14,5,0,0,57.6,68.5,3,8,16,9,12,25,59,86,181,58.9,60.0,57.0,1.68,74,218,1,0,48.3,0.0,0,63.5,68.9,57.3,50.2,43.4,63.1,speaking,vocabulary,STABLE
1613,8,USER,305,994,10,5,0,0,57.7,47.8,1,6,11,3,4,10,11,16,37,71.0,68.2,68.7,1.55,30,127,1,0,81.9,0.0,3,81.3,50.4,70.0,76.6,65.4,55.6,listening,speaking,STABLE
1614,11,USER,302,2283,1,10,0,0,77.9,78.5,2,9,18,8,17,28,60,118,198,56.6,58.8,62.1,1.96,66,262,2,5,49.0,45.0,0,57.3,42.0,56.3,50.1,49.9,73.7,grammar,speaking,DECLINING
1615,11,USER,0,1106,9,6,0,0,67.6,56.9,2,3,8,5,7,11,14,34,53,66.5,68.2,66.8,1.91,23,124,0,1,0.0,89.4,4,49.0,77.6,68.0,68.6,51.3,64.5,speaking,listening,STABLE
1616,9,USER,169,2194,11,2,0,0,96.3,87.8,4,14,16,7,12,28,70,101,179,67.9,65.5,60.4,1.58,103,288,4,2,56.4,57.3,4,59.4,55.9,64.3,47.9,72.7,56.3,vocabulary,writing,IMPROVING
1617,3,USER,142,2164,14,2,0,0,62.8,51.2,4,10,13,5,13,26,99,154,217,61.6,58.5,58.8,1.82,100,252,1,0,71.3,0.0,3,69.6,58.8,50.6,57.7,57.6,66.5,listening,reading,STABLE
1618,7,USER,461,1915,9,3,237,1,65.0,79.0,4,9,12,9,13,20,35,91,169,51.7,58.7,60.4,1.61,56,184,1,3,62.1,63.0,0,61.3,71.6,54.7,59.1,34.8,66.3,speaking,vocabulary,DECLINING
1619,6,USER,199,2785,18,7,0,0,94.6,95.1,7,13,21,21,29,48,118,175,371,63.1,55.2,55.0,1.44,165,457,4,8,60.1,73.4,2,42.1,63.8,81.9,56.5,61.6,44.1,reading,listening,IMPROVING
1620,1,USER,675,1400,2,7,357,1,60.8,71.3,0,2,4,1,4,7,15,25,47,70.8,67.7,71.3,1.65,34,88,0,0,0.0,0.0,4,94.2,64.4,68.5,86.0,63.6,62.7,listening,grammar,STABLE
1621,7,USER,148,1307,15,1,0,0,67.2,77.5,2,4,8,2,4,6,16,33,53,41.7,42.2,45.2,1.81,19,78,0,0,0.0,0.0,0,32.8,47.2,24.4,47.2,35.3,58.6,grammar,reading,STABLE
1622,12,USER,236,1846,11,0,0,0,72.8,54.0,4,12,13,7,9,20,34,74,157,56.2,59.1,55.4,1.83,57,198,2,1,66.8,55.4,0,51.9,51.9,51.9,70.1,57.5,35.2,writing,grammar,STABLE
1623,11,USER,525,3567,23,1,0,0,79.7,90.1,5,12,27,13,25,52,133,206,461,69.8,65.8,64.4,1.74,250,541,8,4,64.9,83.2,0,63.7,78.9,65.9,61.7,50.8,59.4,speaking,vocabulary,IMPROVING
1624,12,USER,148,884,13,6,0,0,41.1,64.4,5,6,9,5,7,16,24,42,100,38.6,41.9,42.2,1.96,52,167,2,3,46.6,26.1,0,35.5,25.1,61.5,56.2,52.7,46.0,reading,speaking,STABLE
1625,2,USER,572,3872,22,2,0,0,77.5,80.5,7,13,29,21,41,60,87,155,413,71.2,65.2,67.0,1.61,259,619,7,8,58.7,58.9,4,57.2,64.4,41.1,60.7,52.0,86.7,grammar,reading,IMPROVING
1626,7,USER,619,2648,16,2,0,0,53.9,60.7,5,10,17,14,27,38,123,156,280,69.1,64.1,63.5,1.9,80,358,4,3,50.3,69.0,0,66.9,70.6,49.4,57.9,69.6,62.8,speaking,reading,IMPROVING
1627,10,USER,11,1419,8,4,0,0,91.9,81.8,2,8,10,5,7,17,17,38,78,59.5,61.8,63.1,1.76,58,171,0,1,0.0,62.5,1,56.7,60.4,56.0,53.8,58.2,72.0,grammar,writing,STABLE
1628,11,USER,544,1218,9,9,319,1,42.1,39.6,2,6,8,2,4,12,17,44,79,57.6,57.6,61.7,1.82,61,159,0,0,0.0,0.0,0,64.7,51.2,58.4,51.0,75.4,56.2,vocabulary,writing,DECLINING
1629,4,USER,288,2721,14,4,0,0,62.1,51.1,4,12,20,9,20,40,87,124,221,53.7,53.6,52.8,1.98,85,357,3,1,55.4,30.0,0,37.1,33.9,70.5,57.2,44.4,64.8,reading,speaking,STABLE
1630,10,USER,537,1820,11,4,0,0,42.3,46.9,1,7,14,7,15,21,59,107,158,54.0,45.2,51.3,1.84,97,211,0,0,0.0,0.0,5,49.9,48.7,45.2,56.5,54.1,47.2,writing,reading,STABLE
1631,1,ADMIN,138,1063,0,6,0,0,17.5,26.4,1,1,2,1,2,3,13,21,30,60.6,62.0,60.7,1.88,0,0,0,0,0.0,0.0,1,75.8,66.6,55.0,59.6,65.5,60.4,listening,reading,STABLE
1632,5,USER,0,1209,5,5,0,0,51.0,68.2,2,6,10,10,14,20,16,42,106,41.3,44.1,48.3,1.62,51,155,2,1,43.9,33.6,4,62.7,29.0,63.3,51.9,47.8,43.3,reading,speaking,DECLINING
1633,12,USER,603,2200,12,3,0,0,55.8,50.4,6,11,20,6,11,28,59,119,165,55.1,51.5,51.2,2.07,63,262,1,2,54.1,61.1,2,55.8,65.1,59.1,46.5,59.7,31.9,speaking,grammar,STABLE
1634,5,USER,242,2214,18,5,0,0,55.5,85.7,4,9,16,10,23,33,109,139,231,62.3,55.2,59.0,1.83,66,319,3,3,63.1,56.8,1,68.9,53.7,57.5,68.4,54.5,62.1,listening,speaking,STABLE
1635,10,USER,235,2521,10,3,0,0,67.0,82.3,5,9,17,13,20,33,90,129,249,78.3,79.6,77.2,1.42,150,347,2,3,73.2,78.8,0,77.4,74.8,73.8,75.1,90.4,76.7,vocabulary,reading,STABLE
1636,5,USER,14,1848,0,3,0,0,69.6,73.3,3,10,12,3,9,14,37,46,65,72.6,67.5,70.8,1.5,56,128,1,0,75.5,0.0,0,60.1,56.5,97.5,64.6,72.4,50.0,reading,grammar,STABLE
1637,12,USER,258,1376,3,4,0,0,73.3,81.0,2,5,10,8,13,18,26,41,106,55.1,59.3,57.0,1.98,73,175,1,2,34.3,61.9,2,56.4,61.4,55.6,30.3,53.1,69.3,grammar,writing,STABLE
1638,1,USER,600,991,10,11,0,0,33.2,31.9,4,5,8,4,7,17,22,39,101,54.9,55.9,50.9,1.8,38,140,0,1,0.0,56.5,0,47.3,59.6,57.5,61.9,38.8,50.2,writing,vocabulary,IMPROVING
1639,3,USER,710,1492,2,5,217,1,53.6,48.7,3,4,6,2,4,8,23,30,64,68.4,71.1,71.9,1.66,10,33,0,0,0.0,0.0,3,83.0,64.3,55.6,56.5,73.6,67.3,listening,reading,STABLE
1640,5,USER,645,2627,18,0,177,1,80.0,70.0,5,12,20,9,24,39,110,166,336,56.3,59.7,57.9,1.82,136,444,3,5,52.2,51.1,1,64.3,49.5,62.8,54.9,75.0,50.9,vocabulary,speaking,STABLE
1641,6,USER,178,1569,7,1,0,0,42.6,42.7,3,4,7,2,5,10,25,36,79,60.8,58.7,60.7,1.32,38,111,0,1,0.0,27.3,0,53.6,31.5,55.8,58.8,76.7,44.1,vocabulary,speaking,STABLE
1642,11,USER,193,1899,20,8,0,0,68.9,82.0,2,7,18,3,9,24,60,81,188,61.9,63.1,65.7,1.83,80,234,1,2,69.4,61.1,0,64.3,56.9,80.2,66.4,46.8,65.3,reading,vocabulary,STABLE
1643,1,ADMIN,199,2440,14,6,0,0,48.3,70.4,2,9,18,13,21,31,79,131,204,72.3,67.8,73.6,1.39,130,314,2,2,76.8,69.2,3,78.5,64.3,80.1,80.4,65.1,54.9,writing,grammar,STABLE
1644,7,USER,172,3505,10,0,0,0,75.8,56.5,5,11,27,23,33,60,120,213,445,71.9,68.5,65.7,1.87,290,646,6,6,67.4,73.6,0,71.9,71.3,52.0,59.8,62.0,85.2,grammar,reading,IMPROVING
1645,1,USER,173,3107,9,4,0,0,81.7,97.9,3,11,22,16,26,37,54,128,247,79.2,77.2,78.3,1.0,136,389,6,2,80.4,71.8,1,74.7,77.6,78.4,79.2,76.0,78.8,writing,listening,STABLE
1646,6,USER,330,1551,9,6,0,0,64.2,52.3,6,10,18,5,12,19,87,112,157,45.6,36.1,33.4,1.9,57,188,1,3,53.6,49.9,5,46.7,36.4,59.5,54.9,20.4,38.8,reading,vocabulary,IMPROVING
1647,8,USER,591,3514,21,2,0,0,100.0,77.8,6,10,26,12,33,60,72,148,366,91.1,89.3,88.9,1.5,214,632,8,9,80.6,78.3,2,91.6,68.1,72.5,78.3,58.8,98.0,grammar,vocabulary,STABLE
1648,7,USER,0,1808,11,1,0,0,50.6,49.1,5,8,17,5,8,21,33,61,145,77.8,73.5,75.0,1.56,87,196,0,1,0.0,54.4,0,93.3,55.5,56.4,69.2,66.8,49.1,listening,grammar,STABLE
1649,6,USER,480,1800,16,2,339,1,60.5,75.7,7,7,19,12,18,28,65,96,225,65.4,57.2,52.4,1.97,130,306,2,2,81.1,66.4,2,51.9,60.9,57.8,75.5,43.0,40.3,writing,grammar,IMPROVING
1650,7,ADMIN,432,1152,5,8,37,1,53.1,50.6,2,5,8,5,7,10,30,43,89,67.4,65.4,69.0,1.63,41,121,0,0,0.0,0.0,0,69.0,58.6,68.1,60.1,53.3,77.5,grammar,vocabulary,STABLE
1651,8,USER,288,1734,9,4,0,0,65.6,70.6,1,9,15,4,8,20,60,78,163,74.5,77.2,74.7,1.44,87,251,2,1,58.4,65.0,0,70.1,72.4,78.7,58.7,74.5,85.0,grammar,writing,STABLE
1652,11,USER,290,1525,17,4,151,1,69.2,80.1,2,8,11,7,9,18,33,65,131,56.6,59.2,58.8,1.87,46,195,0,0,0.0,0.0,0,59.8,40.0,77.9,68.2,58.6,57.5,reading,speaking,STABLE
1653,7,USER,248,1968,16,4,0,0,71.6,100.0,6,12,16,10,16,29,66,121,213,48.0,46.2,42.9,2.02,108,276,5,0,29.6,0.0,2,45.2,48.0,59.2,33.7,55.3,57.7,reading,writing,IMPROVING
1654,6,USER,145,1087,1,5,0,0,27.1,40.9,1,2,4,3,4,6,18,32,45,52.3,51.7,58.3,1.52,14,29,0,0,0.0,0.0,1,58.8,56.1,62.8,48.4,44.7,75.5,grammar,vocabulary,DECLINING
1655,12,USER,156,1126,4,11,0,0,42.1,34.4,2,6,11,3,7,16,29,67,90,58.8,56.5,58.1,1.54,46,160,1,1,63.0,44.9,0,55.7,43.0,65.4,67.7,54.0,73.5,grammar,speaking,STABLE
1656,2,USER,353,1081,5,8,0,0,55.4,61.5,4,5,7,3,4,10,29,41,67,60.6,60.9,60.1,1.57,18,79,0,2,0.0,46.4,0,54.8,52.9,48.8,57.0,51.3,86.5,grammar,reading,STABLE
1657,8,USER,400,2584,0,4,0,0,79.7,92.5,5,8,13,9,18,29,70,139,219,68.6,69.1,66.8,2.03,61,305,3,3,64.3,52.7,0,56.8,54.6,84.2,67.5,62.4,47.8,reading,grammar,STABLE
1658,8,USER,307,2170,19,3,238,1,53.6,68.3,6,11,15,15,19,30,40,75,203,66.6,63.8,60.0,2.02,152,348,2,1,70.9,51.1,0,79.2,39.0,69.7,68.3,48.6,69.4,listening,speaking,IMPROVING
